titulo,ano,abstract
Public perceptions of hydraulic fracturing for shale gas and oil in the United States and Canada,2017,"The United States and Canada have been at the forefront of shale oil and gas development via hydraulic fracturing. Understanding public perceptions is important given the role that they may play in future policy decisions in both North America and other parts of the world where shale development is at a much earlier stage. We review 58 articles pertaining to perceptions, published between 2009 and 2015. Studies report mixed levels of awareness of shale operations, tending toward higher awareness in areas with existing development. While individuals tend to have negative associations with the term ‘fracking,’ views on shale development are mixed as to whether benefits outweigh risks or vice versa: perceived benefits tend to be economic (e.g., job creation and boosts to local economies) and risks more commonly environmental and/or social (e.g., impacts on water and increased traffic). Some papers point to ethical issues (e.g., inequitable risk/benefit distribution and procedural justice) and widespread distrust of responsible parties, stemming from perceived unfairness, heavy-handed corporate tactics, and lack of transparency. These findings point to the contested, political character of much of the debate about hydraulic fracturing, and raise questions of what constitutes ‘acceptable’ risk in this context. We compare these results with research emerging in the UK over the same period. Future research should focus on nuanced inquiry, a range of methodologies and explore perceptions in varied social and geographical contexts. Both this and future research hold the potential to enhance public debates and decisions about shale gas and oil development. WIREs Clim Change 2017, 8:e450. doi: 10.1002/wcc.450 For further resources related to this article, please visit the WIREs website."
Public perceptions of shale gas in the UK: framing effects and decision heuristics,2018,"Using two equivalent descriptions of the shale gas development process, we asked individuals to indicate their levels of support as well as their perceptions of the risks and costs involved. In version 1, shale gas development was framed as ‘fracking’, whereas under version 2 it was framed as ‘using hydraulic pressure to extract natural gas from the ground’. We find that individuals’ support for shale gas development is much lower when using the term ‘fracking’ as opposed to the synonymous descriptive term, and moreover, these differences were substantive. Our analysis suggests that these differences appear to be largely the result of different assessments of the risks associated with ‘fracking’ as opposed to ‘using hydraulic pressure to extract natural gas from the ground’. Our proposed explanation for these differences rests on the idea that shale gas development is a technical and complex process and many individuals will be bounded by the rationality of scientific knowledge when it comes to understanding this process. In turn, individuals may be relying on simple decision heuristics shaped by the way this issue is framed by the media and other interested parties which may constrain meaningful discourse on this topic with the public. Our findings also highlight some of the potential pitfalls when it comes to relying on survey research for assessing the public’s views towards complex environmental issues."
Public perceptions of shale gas operations in the USA and Canada: a review of evidence,2016,"M4ShaleGas stands for Measuring, monitoring, mitigating and managing the environmental impact of shale gas and is funded by the European Union’s Horizon 2020 Research and Innovation Programme. The main goal of the M4ShaleGas project is to study and evaluate potential risks and impacts of shale gas exploration and exploitation. The focus lies on four main areas of potential impact: the subsurface, the surface, the atmosphere, and social impacts. The European Commission's Energy Roadmap 2050 identifies gas as a critical fuel for the transformation of the energy system in the direction of lower CO2 emissions and more renewable energy. Shale gas may contribute to this transformation. Shale gas is – by definition – a natural gas found trapped in shale, a fine grained sedimentary rock composed of mud. There are several concerns related to shale gas exploration and production, many of them being associated with hydraulic fracturing operations that are performed to stimulate gas flow in the shales. Potential risks and concerns include for example the fate of chemical compounds in the used hydraulic fracturing and drilling fluids and their potential impact on shallow ground water. The fracturing process may also induce small magnitude earthquakes. There is also an ongoing debate on greenhouse gas emissions of shale gas (CO2 and methane) and its energy efficiency compared to other energy sources There is a strong need for a better European knowledge base on shale gas operations and their environmental impacts particularly, if shale gas shall play a role in Europe’s energy mix in the coming decennia. M4ShaleGas’ main goal is to build such a knowledge base, including an inventory of best practices that minimise risks and impacts of shale gas exploration and production in Europe, as well as best practices for public engagement. The M4ShaleGas project is carried out by 18 European research institutions and is coordinated by TNO-Netherlands Organization for Applied Scientific Research"
"Public Trust in Environmental Decision-Making: A Case Study of Shale Gas Regulation in Kent County, New Brunswick",2018,"The existence of trust and confidence in public authorities and in the rules and the outcomes of environmental and other regulatory assessment processes is highly important. This case examines a region that was overwhelmingly distrustful of public authorities making decisions about shale gas development. Kent County is a rural area in New Brunswick, Canada, featuring coastal and inland villages and a unique mix of three cultures (Mi’kmaq, Acadian, and Anglophone). Through a combination of interviews (n=20) and a survey (n=500), we identified three main reasons for the lack of confidence: (1) skepticism over capacity; (2) scandals and controversies; and (3) challenges of aligning with indigenous epistemologies and questions of representation."
"Regional newspaper coverage of shale gas development across Ohio, New York, and Pennsylvania: Similarities, differences, and lessons",2016,"In communities experiencing shale gas development, the local media are an important information source on potential impacts of development; their coverage generates and spreads social representations of this issue. We examine representations of natural gas development through a content analysis of six regional newspapers in the northern United States (n = 1,958 articles) – two each in Ohio, New York, and Pennsylvania. Previous research showed similarities between the New York and Pennsylvania newspapers; differences emerged in nearby Ohio’s coverage. In Ohio, similar percentages of articles mentioned economic impacts as in Pennsylvania and New York, but significantly fewer articles mentioned environmental or social impacts. Furthermore, valence of economic and social impacts was notably more positive in Ohio. This analysis highlights nuances inherent in regional discourse about shale gas development. In turn, these differences have implications for: (1) how politicians, journalists, activists, and researchers can better communicate about shale gas development, (2) policy/regulation of development, and (3) future research on social representations of emergent forms of energy extraction. We suggest the need, in social science research on energy development, to examine societal-level (not merely individual) influences on perceptions and to account for nuances inherent in regional variation – infrequently manifest in national sample studies."
Resilient but not sustainable? Public perceptions of shale gas development via hydraulic fracturing,2017,"Complex energy development, such as associated with extraction and processing of shale gas, may affect the future sustainability and resilience of the small, often rural communities where development occurs. A difficulty for understanding the connection between sustainability, resilience, and shale gas development (hereafter “SGD”) is that definitions of sustainability and resilience are often muddled and unclear. Nevertheless, the ways in which development could affect sustainability and resilience have been discussed and contested in academic literature. Little is known, however, about the general public’s thoughts on how SGD relates to sustainability and resilience. Despite the overlap and conflation of these two concepts, research indicates some differences between characterizations of the two. While acknowledging difficulties in defining the terms, we included questions on a few broad attributes of the two concepts in a survey (n=1202) of a random sample of residents in the Marcellus Shale region of NY and PA, to explore the relationship between support for / opposition to SGD and perceived importance of community sustainability and resilience. Our survey revealed that beliefs about the importance of sustainability, as measured by three items that clearly pool together as a single factor, are associated with opposition to SGD; beliefs about the importance of resilience, measured by four clearly-connected items, are associated with support for SGD. This finding is particularly intriguing and relevant for communication and policy about sustainability and resilience in connection with energy development, because of the common conflation of the two terms."
Responsible Shale Gas Productions: Moral Outrage vs. Cool Analysis,2013,"The relatively sudden boom in shale gas production in the United States using hydraulic fracturing has provoked increasingly intense political conflict. The debate over fracking and shale gas production has become polarized very quickly, in part because of the size of the economic and environmental stakes. This polarized debate fits a familiar template in American environmental law, pitting “cool analysis” against “moral outrage.” Opponents of fracking have generally framed their arguments in moral or ethical terms, while systematic research is beginning to build a more careful and nuanced understanding of the risks associated with shale gas production (though the record is far from complete). All of which makes the question of how to produce shale gas “responsibly” – corporate social responsibility being the focus of this symposium – very difficult to answer. This essay argues that: (i) because shale gas production entails difficult to measure and unevenly distributed costs and benefits, there is no clear responsible (read: ethically preferable) set of limitations that we ought to impose on shale gas production; and (ii) moral outrage is obscuring (or influencing perceptions of) empirical facts in the shale gas policy debate. More specifically, well-established behavioral heuristics – particularly, confirmation biases and the cultural cognition of risk – are impeding the development of a common understanding of the empirical facts necessary to guide policymaking. Recognizing this, policymakers must resist political pressures and work that much harder to ground their decisions in empirically-demonstrated facts – namely, those produced by sources that are less susceptible to these heuristics and biases. Thus, information generated by rigorous, empirical analyses performed by academic or government sources ought to be credited over anecdotes or studies associated with industry or NGOs that have staked out a clear pro or con position in the fracking debate. Indeed, responsible fracking decisions ought to consider all of the consequences of permitting, regulating or banning shale gas production, including the relative risks of shale gas production compared with the relevant energy alternatives."
"Review of shale gas social science in the United Kingdom, 2013–2018",2018,"Abstract This article critically reviews social science research on unconventional hydrocarbon development in the United Kingdom. I analyse fifty research articles published over the last half decade. The articles fit into three primary categories: (1) public perceptions, (2) discourse and rhetoric, and (3) planning and regulation. This review reveals both what social scientific inquiry has taught us and what gaps remain. We have reasonable understanding of: extent of public support for and opposition to development, basic factors related to support and opposition, procedural and distributive justice concerns leading to opposition, repeated academic critiques of UK planning guidance and regulation, and the frequent use of environmental risks and economic benefits as competing discursive frames. We lack understanding of: how discourse and rhetoric about shale gas, or how knowledge about development, influence public perceptions; how perceptions and discourse at local and regional levels in the UK compare with the national level; what information sources the public rely on and trust on this topic; whether estimates of economic benefits are reliable; and importantly, how perceptions, discourse, and policy will evolve in light of imminent changes to the production and policy landscape. I conclude with recommendations for filling the emergent lacunae in our understanding."
"Scale matters: Variation in perceptions of shale gas development across national, state, and local levels",2016,"We explore the extent to which public perceptions of shale gas development vary across three survey samples—one each at: (1) national (USA), (2) state (NY and PA), and (3) regional levels (ten counties in the Marcellus Shale). We compare results from a survey of Marcellus Shale region residents (n = 1202) to those from a similar survey of a US sample (n = 1625), with an oversampling of residents from NY and PA (n = 516). A key difference between the local sample and the other two samples is that respondents’ beliefs about impacts of development explain much more variance in support for/opposition to development in the local sample. The beliefs about development that associate most closely with support/opposition vary across scale as well. Nevertheless, a few core values are important for predicting support/opposition across all samples. These results suggest a threshold effect in that local perceptions of shale gas development do not seem to extend far beyond the counties immediately affected by development. Construal level theory and social representations theory help explain why perceptions at the local level may differ from the regional and national levels. We consider implications for communication and social science research on energy development broadly."
Self-Reported Familiarity of Hydraulic Fracturing and Support for Natural Gas Drilling: Substantive and Methodological Considerations,2016,"Rapid development of the US natural gas industry over the last decade has been fueled primarily by technological advances in horizontal drilling and high-volume, multistage hydraulic fracturing (IEA 2012). Hydraulic fracturing - an industrial process frequently called fracking, fracing, or frac'ing - involves flushing large volumes of frac fluid (i.e., a mixture of water and proppant, along with small volumes of friction reducers, disinfectants, and other chemicals) into wells at extremely high pressure levels to create and/or magnify small fissures, or fractures, in the shale formations (King 2012; Theodori et al. 2014). The fracturing of shale gas formations increases recovery by enabling higher permeability through the reservoirs to the wellbores (King 2012).Of late, the topic of hydraulic fracturing has increasingly dominated public discourse and popular press writings (Dobb 2103; Marsa 2011; Walsh 2011). Environmental, social, and behavioral scientists have also begun studying various environmental/natural resource, social, and public health issues associated with increased hydraulic fracturing and shale gas and oil development (Colborn et al. 2011; Olmstead et al. 2013; Shonkoff, Hays, and Finkel 2014; Weber, Geigle, and Barkdull 2014). Citing both perceived and objective environmental and health concerns, lawmakers in municipalities across the country - and recently at a state level (New York) - have passed legislation banning the process of high-volume, multistage hydraulic fracturing within their jurisdictions.The purpose of this paper is to add to the sociological literature on issues associated with hydraulic fracturing. Recent studies have sought information on American's views of hydraulic fracturing from national samples of residents (Boudet et al. 2014; Davis and Fisk 2014) but do not focus on the views of residents living in areas such as Pennsylvania that are most affected by the rapid development of the natural gas industry. Other studies provide information on the views of selected stakeholder groups and community and/or key informants (Brasier et al. 2011; Ceresola and Crowe 2015; Ladd 2013; Schafft et al. 2014) rather than assessing residents' views directly. A 2009 survey of Pennsylvania residents in the Marcellus Region provided early baseline information about residents' perceptions (Alter et al. 2010), and a subsequent study (Willits, Luloff, and Theodori 2013a) documented changes in residents' views in the intervening years. The current analysis drew upon the latter survey data to assess residents' self-reported familiarity with hydraulic fracturing and its association with support or opposition to the development of natural gas. Specifically, the following research questions were addressed:Research Question 1: To what extent do residents report they are familiar with hydraulic fracturing and how does reported familiarity differ depending upon the individuals' sociodemographic characteristics, primary sources of information, density of well development in their counties, and the mode of data collection?Research Question 2: How does perceived familiarity with hydraulic fracturing relate to residents' support or opposition to development of the natural gas industry in their area?DATAIn 2012, random samples of persons living in 21 counties in the Marcellus Shale region in Pennsylvania were contacted and asked to participate in a survey concerning their opinions about natural gas development. All counties were located in the central core or tier one areas of the Marcellus region as defined by geologists at the time (Dell et al. 2008), and all had experienced at least some Marcellus Shale drilling activity. However, the well densities of the areas varied widely. Twelve of the counties contained between 1 and 128 wells in 2012, with 12 or fewer wells per 100 square miles of land area. The remaining nine counties each had two hundred to more than one thousand wells, with densities between 20 and 93 wells for every 100 square miles. …"
"Shale gas activity and increased rates of sexually transmitted infections in Ohio, 2000-2016.",2018,"Background The growing shale gas (“fracking”) industry depends on a mobile workforce, whose influx could have social impacts on host communities. Sexually transmitted infections (STIs) can increase through sexual mixing patterns associated with labor migration. No prior studies have quantified the relationship between shale gas activity and rates of three reportable STIs: chlamydia, gonorrhea, and syphilis. Methods We conducted a longitudinal, ecologic study from 2000–2016 in Ohio, situated in a prolific shale gas region in the United States (US). Data on reported cases of chlamydia, gonorrhea, and syphilis by county and year were obtained from the Ohio Department of Health. All 88 counties were classified as none, low, and high shale gas activity in each year, using data from the Ohio Department of Natural Resources. Annual rate ratios (RR) and 95% confidence intervals (95% CIs) were calculated from mixed-effects Poisson regression models evaluating the relationship between shale gas activity and reported annual STI rates while adjusting for secular trends and potential confounders obtained from the US Census. Results Compared to counties with no shale gas activity, counties with high activity had 21% (RR = 1.21; 95%CI = 1.08–1.36) increased rates of chlamydia and 19% (RR = 1.27; 95%CI 0.98–1.44) increased rates of gonorrhea, respectively. No association was observed for syphilis. Conclusion This first report of a link between shale gas activity and increased rates of both chlamydia and gonorrhea may inform local policies and community health efforts."
Shale Gas and Fracking: The Science Behind the Controversy,2015,"Shale Gas and Fracking: The Science Behind the Controversy explains the relevant geological principles before examining the peer-reviewed evidence and presenting it through a simple and compelling illustrated narrative. Each chapter focuses on a particular controversy, such contamination of well water with gas from fracking, and follows a similar format: starting with the principles; then detailing peer-reviewed case studies for earthquakes, radioactivity, and climate change; and concluding with a judgment of the general risks involved. Shale Gas and Fracking: The Science Behind the Controversy provides readers with the unbiased information they need to make informed decisions on the controversial issue of fracking.Presents a clear and unbiased view of the pros and cons of fracking in Europe and the US, through a simple and compelling narrative from an informed publicly-funded scientistIncludes full-colour diagrams, photographs, and maps to present information clearly and simplyFocuses on peer-reviewed, documented examples, particularly of earthquakes and groundwater contamination due to fracking"
Shale Gas and Hydraulic Fracturing in the Great Lakes Region: Current Issues and Public Opinion,2014,"This report presents the views of people living within the Great Lakes Basin regarding hydraulic fracturing and shale gas drilling. Hydraulic fracturing, the injection of a fluid after drilling to crack open shale rock to release oil or gas, has been used by industry for decades. However, recent breakthroughs in horizontal drilling techniques combined with hydraulic fracturing, have enabled oil and gas recovery from “unconventional” oil and gas reserves, previously considered inaccessible. This process is commonly known as “fracking,” which can refer to just the hydraulic fracturing process itself or the entire drilling process.As the developments in hydraulic fracturing and horizontal drilling technology have produced an increase in oil and gas supplies, many states in the US and provinces in Canada are trying to determine how to leverage the associated economic potential. In response to this rapid change in the energy landscape and the potential future energy portfolios of the US and Canada, this report serves to provide background on shale developments within the Great Lakes Region — Ontario, Illinois, Indiana, Michigan, Minnesota, New York, Ohio, Pennsylvania, and Wisconsin — as well as a preliminary assessment of public opinion of fracking from residents within the Great Lakes Basin.This survey was part of a larger public opinion survey, which also assessed public views from the Great Lakes Region about environmental issues and policy in the Region as well as a closer look at policy related to wind power. These reports have been published by the Center for Local, State, and Urban Policy and are publicly available, among others, on related facets of this topic."
Shale Gas Development and Community Distress: Evidence from England.,2020,"This research examines psychosocial stress associated with shale gas development through the narratives of residents and the Revised Impact of Event Scale (IES-R). We carried out our research in three of England’s communities impacted by shale gas development. To gather data, we conducted qualitative interviews and engaged in participant observation in all three communities and conducted a quantitative survey of residents. From our qualitative interviews it was apparent that the residents we spoke with experienced significant levels of stress associated with shale gas development in each community. Importantly, residents reported that stress was not only a reaction to development, but a consequence of interacting with industry and decision makers. Our quantitative findings suggest that a significant portion of residents 14.1% living near the shale gas sites reported high levels of stress (i.e., scoring 24 or more points) even while the mean IES-R score of residents living around the site is relatively low (i.e., 9.6; 95% CI 7.5–11.7). We conclude that the experiences, of the three English communities, reported in the qualitative interviews and quantitative survey are consistent with the reports of stress in the United States for those residents who live in shale gas communities. We therefore suggest that psychosocial stress is an important negative externality, which needs to be taken seriously by local planning officers and local planning committees when considering exploration and development permits for shale gas."
"Shale gas development and community response: perspectives from Treaty 8 territory, British Columbia",2016,"Northeast British Columbia (BC), Canada, is the site of a fast-growing shale gas industry that is a cornerstone of the current provincial government's economic policy. In this paper, we explore the perspectives of local First Nations (members of Treaty 8) regarding governance of this industry, focusing in particular on the experiences of the Fort Nelson First Nation (FNFN). Based on findings from 15 in-depth interviews with staff from four Treaty 8 First Nations, the Treaty 8 Tribal Association, oil and gas companies, and the Government of BC, we argue that current governance processes fail to adequately protect the environment and treaty rights. We also explore the diverse tactics that the FNFN is using to gain influence over shale gas development within its territories as the Nation seeks to achieve “balanced development” that protects the local ecology and treaty rights while maximising local economic benefits. Through an array of tactics and collaboration with diverse actors, the FNFN has been partial..."
Shale gas development in the Great Karoo : the potential socio-economic impacts on the town of Beaufort-West,2012,"With the advent of shale gas exploration in the Karoo region, the purpose of this study was to investigate the possible socio-economic impacts of shale gas development on the town of Beaufort West in the Karoo. A qualitative study method was used to establish possible socio economic impacts by reviewing literature with regard to existing shale gas development as well as a case study from the United States of America (USA). A desktop study of Beaufort West was carried out to establish current socio economic trends in the town. Semi-structured interviews were conducted with key stakeholders to establish their concerns and opinion regarding the possibility of shale gas exploration and production in the area of Beaufort West in the Karoo. The results of the study concluded that the concerns of the key stakeholders were definitely relevant as their livelihood would be threatened if there was any possibility of contamination of their water sources. Other possible socio economic impacts included infrastructure concerns with regard to road maintenance, tourism declining and the threat of noise and air pollution. The study recommends that if the shale gas development process were to go ahead, the South African government would need to ensure that best practices are incorporated by all gas drilling companies. A team of qualified and trained regulators should monitor well pads and hydraulic fracturing methods as well as volumes of water used and the disposal of waste water. The regulations existing in the country should be revised to incorporate the stringent standards of other countries that have strict monitoring policies in place. In order to protect the people of the Karoo and the heritage of South Africa, the government must ensure that gas companies are held liable for any kind of environmental or socio economic impact."
Shale Gas Extraction in North Carolina: Research Recommendations and Public Health Implications,2013,"North Carolina has no history of large-scale commercial oil and gas extraction, and the state’s legislative framework for regulating drilling was, until recently, based on laws passed in the 1940s. However, areas of the state are likely to undergo horizontal drilling and hydraulic fracturing for natural gas and oil in the near future. North Carolina thus has a unique opportunity to produce a legislative framework that a) incorporates experiences from other states, b) includes state-of-the-art technologies and best practices, and c) protects the health of North Carolina’s citizens and ecosystems. Knowledge of the health risks associated with hydraulic fracturing is sparse. Some of the chemicals that can be used in the hydraulic fracturing process are toxic (Bamberger and Oswald 2012; Colborn et al. 2011). However, the concentrations of these chemicals used at a given well site are not disclosed in most states; thus, evaluating the risk of exposure and associated health impacts is difficult. Residents living < 1 km from hydraulically fractured wells are potentially at greater risk for health effects from natural gas development, which in some cases may include exposure to trimethylbenzenes, xylenes, and aliphatic hydrocarbons in air (McKenzie et al. 2012). These residents can also, but do not always, have higher concentrations of dissolved methane and other gases in their drinking water (Jackson et al. 2013; Osborn et al. 2011; Warner et al. 2013). In October 2012, the Research Triangle Environmental Health Collaborative convened a summit of experts from the oil and gas industry, nonprofit organizations, government agencies, and academia to consider the potential impacts of horizontal drilling and hydraulic fracturing in North Carolina. The summit included three working groups that focused on potential outcomes related to hydraulic fracturing: exposure pathways, health impacts, and social impacts. The summit recommended actions and policies to safeguard the health of North Carolina’s citizens and environment if hydraulic fracturing occurs in the state (Research Triangle Environmental Health Collaborative 2013). The recommendations should also be useful for policy makers in other states. Summit participants discussed numerous recommendations, with three categories having the broadest support. First, the participants noted the importance of collecting comprehensive background data on air quality, water quality, and human and ecosystem health before oil or gas drilling occurs. Such data provide a baseline documenting current conditions that can be used to determine whether changes take place in the future, thus protecting both citizens and drilling companies from unfounded claims of damages. The quality and quantity of ground and surface water resources potentially affected by drilling should be studied, including analyses of major ions, trace metals, dissolved gases such as methane, radioactivity, and a range of organic compounds. Hydrocarbons from oil and gas wells should be characterized based on chemical and isotopic composition, which aids wastewater treatment and makes it easier to identify potential contamination if hydrocarbons are released into the environment. Ambient air monitoring of potential drilling areas should be performed because emissions from drilling sites may contain volatile organic compounds, particulates, and other contaminants. Ecosystem health, such as the identity and abundance of stream organisms, in the areas near drilling should also be assessed. Second, participants supported a comprehensive health impact assessment (HIA) as a means to monitor and avoid potential health problems in the future. An HIA should combine local-, regional-, and state-level medical and demographic data. Tracking of any health problems encountered in other states with hydraulic fracturing could provide early warning of heath problems that might occur in North Carolina and allow preventative action. Psychological and other stressors beyond direct chemical exposure should be considered, including sources such as increased road traffic and light and noise pollution. The HIA should also examine the potential economic costs associated with health impacts, including, for example, potential water remediation or increased rates of asthma. The third broad recommendation was to create a community needs and assets assessment (CNAA) to address potential social impacts. The CNAA should a) identify what jobs will be available to local workers, b) develop citizen stakeholder forums and reporting mechanisms, c) update transportation planning and safety training, and d) implement strong consumer protections. The working group on social impacts also recommended creating an ombudsman to facilitate communication between stakeholders and industry. For all three of these recommendations as well as for the many others included in the report (Research Triangle Environmental Health Collaborative 2013), it is important to clarify who is responsible for collecting such data and how to pay for it. One mechanism to ensure access for background data collection is to make gas well permits contingent on temporary site access for ambient air and water monitoring before, during, and after drilling and hydraulic fracturing. Policy makers might consider a bonding and remediation program to provide adequate cleanup, remediation, and maintenance funds. The cost of performing comprehensive environmental or health remediation should be considered in assessing bonding fees. Finally, it is important to decide—before drilling begins—how increased costs of infrastructure maintenance and staff will be apportioned. North Carolina has the opportunity to develop model programs and best-management practices for shale gas drilling and hydraulic fracturing. Our recommendations complement the work of North Carolina’s Mining and Energy Commission and can help North Carolina and other states protect the public’s health in areas undergoing unconventional oil and gas production."
Shale Gas—Community Relations: NIMBY or Not? Integrating Social Factors Into Shale Gas Community Engagements,2013,Shale gas extraction is an issue of significant local and national political controversy. It is widely recognized that engaging the public with both the science of fracking and with local siting processes is important in achieving public acceptance.
"Shale Gas: A Review of the Economic, Environmental, and Social Sustainability",2016,"The growth of the shale gas industry in the US has raised expectations that other nations could boost domestic gas production, leading to lower energy prices and improved energy security. However, the degree to which the US experience is transferable to other countries is uncertain. Furthermore, sustainability implications of shale gas development remain largely unknown. In an attempt to find out if and how shale gas could be exploited in a sustainable way, this paper reviews the economic, environmental, and social aspects of shale gas. These include costs, energy security, employment, water and land pollution, greenhouse gas emissions, earthquakes, and public perception. The literature suggests that it is possible to develop shale gas in a sustainable way, but its future will depend on the industry being able to address the environmental concerns, the political will to see the industry through to maturity, and public support, with the latter most likely being the biggest determinant."
Shale gas: Energy innovation in a (non-)knowledge society: A press discourse analysis,2015,"For years, technological innovations have been the cause of controversy. In reaction to this, increasingly often the bodies responsible for implementing these innovations undertake social dialogue with stakeholders. An important environment for this is media discourse, which defines the problems and key actors and disseminates strategies for argumentation. Effective communication on public policies is one of the challenges in deliberative democracy. This paper aims to analyse the role of experts and knowledge in reference to the models of public communication on shale gas. Using a qualitative press analysis, an incoherence was observed in the understanding of knowledge and the profile of experts and the models of communication using them. The communication, which is rather oriented towards persuasion without legitimisation of scientific factual knowledge, fails. Reference in the discourse to the unknown or uncertain directs attention to the issues related to the strategic exploitation of nonknowledge."
Social Acceptance in Energy Projects: Shale Gas in Poland—Case Study,2019,"Domestic energy systems are created and operate independently of the daily life of regular citizens. This helps minimise the risk related to new technologies and work performance. However, they affect the lifestyle of citizens and energy consumption structures. The energy policy is usually conducted in a paternalistic and centralised way, away from the social environment. Often times, rights of local communities are passed over during execution of energy projects. The objective of the chapter is to show importance of social acceptance in execution of new energy projects in the example of shale gas output in Poland and active opposition against it. The chapter is aimed at showing that local community becomes the key stakeholder in initiating local projects, and community consultations and dialogue with stakeholders become a determinant of success for innovative energy projects. Moreover, the author will attempt to defend the thesis that irrespective of the origin of the primary sources of energy fossil (nuclear or renewable), social acceptance is often the barrier for effective and efficient implementation of energy projects."
"Social impacts of earthquakes caused by gas extraction in the Province of Groningen, The Netherlands",2015,"Abstract Gas extraction from the Groningen gasfield in the northern Netherlands has led to localised earthquakes which are projected to become more severe. The social impacts experienced by local residents include: damage to property; declining house prices; concerns about the chance of dykes breaking; feelings of anxiety and insecurity; health issues; and anger. These social and emotional impacts are exacerbated by the increasing distrust Groningen people have towards the national government and the gas company, NAM, a partnership between Shell and ExxonMobil. The earthquakes have reopened discussions about the distribution of benefits from gas production and the extent to which benefits are retained locally. Mitigation of the impacts is attempted, but the lack of trust decreases the effectiveness of the mitigation measures. The extent of this experience of previously-unforeseen, unanticipated impacts suggests that a new social and environmental impact assessment needs to be undertaken, and a new Social Impact Management Plan (SIMP) and Impacts and Benefits Agreement (IBA) developed, so that the project can regain its legitimacy and social licence to operate. In addition to conventional gas, this paper has wider relevance for unconventional gas developments, for example shale gas extraction by hydraulic fracturing methods (fracking)."
Social sustainability assessment of shale gas in the UK,2018,"Abstract The majority of shale gas studies so far have focused on environmental impacts with few considering societal aspects. This paper presents a first and most comprehensive assessment of the social impacts of shale gas production and utilisation for electricity generation, focusing on the UK context. The assessment has been carried out based on 14 indicators, addressing the following social sustainability issues: employment, health and safety, nuisance, public perceptions, local communities, infrastructure and resources. Shale gas is compared to a range of other electricity options, including other fossil fuels, nuclear and renewables. Where appropriate and possible, the social impacts are evaluated on a life cycle basis. The results suggest that extraction and utilisation of shale gas would lead to a range of benefits, including employment opportunities and financial gains by local communities. However, these are limited and countered by a number of social barriers that need to be overcome, including low public support, noise, traffic, strain on infrastructure (e.g. wastewater treatment facilities), land use conflict and availability of regulatory resources. Furthermore, shale gas does not present a notable opportunity for increasing energy security, unless its production increases significantly above current predictions. These findings can be used by policy makers, operators and other shale gas stakeholders with an interest in the social impacts of shale gas development. The results can also be useful for other countries planning to exploit their shale gas reserves."
Stacked scale frames: building hegemony for fracking across scales,2015,"This paper introduces the concept of stacked scale frames and explains how they can legitimate a particular set of interests as general interests. Specifically, it examines how shale gas development proceeded in Pennsylvania, and finds that stacked scale frames were a tool for establishing the legitimacy of fracking. Fracking is a technique for extracting oil and natural gas from shale rock formations using highly pressurised water, sand and chemicals. It has produced dramatic amounts of gas and wealth over the past seven to eight years, but poses risks to the environment and public health that are largely understudied and misunderstood. Previous studies of fracking have explained the rise of fracking in Pennsylvania using analyses of advertisements and corporate promotional materials. This study builds on their work and adds an understanding of the fracking boom seen through the concept of hegemony. The data used in this paper draw from a set of interviews with ‘intellectuals’ in Gramsci's sense of the word: societal elites who mould and shape public opinion. In the case of fracking, these elites included representatives of oil and gas capital, the state, academia, NGOs and civil society living near fracking sites. Overall, the benefits of fracking were recognised by all groups and the costs were less commonly represented. This paper contributes the concept of stacked scale frames to literature on social production of scale in human geography. Stacked scale frames made capitalist economic development appear to benefit a wider section of society spread across multiple scales simultaneously. In contrast, opponents of fracking framed the costs of fracking at individual scales and in a piecemeal fashion. It concludes that anti-fracking forces, and political ecologists in general, should embrace a critique that draws together social and environmental harms across multiple scales simultaneously."
Stakeholder Concerns Against Shale Gas Developments in Europe - The Relevance of Water Management,2014,"The exploration of shale gas resources in Europe is moving at a slow pace, despite the fact that drilling for reservoir characterization is essential for any further planning. Whether shale gas development in certain regions is economically feasible at all and what such development activities might entail can’t be determined in the absence of critical data. Yet, there is widespread public resistance that influences political decision making and permitting, and that sometimes doesn’t even allow for exploration. Most of the stakeholders concerns are related to perceived environmental risks for water resources as a result of hydraulic fracturing. The main themes are concerns about the contamination of water bodies by fracturing chemicals, methane or flowback water, or concerns about the depletion of groundwater and surface water. While some of those perceived risks may be overestimated or unsubstantiated, there are real risks that have to be addressed by thorough assessments of the environmental, health and social impacts, and by an integrated approach to water management from sourcing to final disposal. This includes the transportation and distribution logistics for water and wastewater movements. It is essential to establish relevant reference and baseline data on groundwater and surface water systems well ahead of project implementation, to assess risks in a fashion that is understood by interested stakeholders, to define proactive and reactive resource protection measures, and to monitor performance. This paper suggests an integrated approach to water management that combines the elements of impact assessments, scientific and technical data gathering, and the monitoring of potential impacts across the life cycle of a shale gas project, as well as sourcing, transportation and disposal strategies. All results and measures taken need to be communicated and documented in a clear and transparent manner."
